Industry,Complaint Type,Complaint Result,Satisfaction,Business Zip,Inspection Result,class_label
Booting Company - 126,Damaged Goods - D01,Referred to Hearing - RTH,No,11211,Pass,1
Home Improvement Contractor - 100,Non-Delivery of Service - N02,No Business Response - NVR,No,11205,No Violation Issued,1
Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,Referred to Outside - RTO,NA,11417,No Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Advised to Sue - ATS,No,10535,Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,No Satisfactory Agreement - NSA,No,11426,No Evidence of Activity,1
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,Store Credit - SCR,Yes,11225,Warning,1
Home Improvement Contractor - 100,Quality of Work - Q01,Advised to Sue - ATS,No,11223,Violation Issued,1
Furniture Sales - 242,Non-Delivery of Goods - N01,Unable to Locate Business - ULV,NA,11218,Out of Business,1
Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10014,Re-inspection,1
Dry Cleaners - 230,Damaged Goods - D01,No Consumer Response - NCR,NA,11694,No Violation Issued,1
Laundry Jobber - 066,Damaged Goods - D01,Goods Repaired - GRS,Yes,11238,Closed,1
Supermarket - 819,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11229,Pass,1
Home Improvement Contractor - 100,Breach of Contract - B03,No Business Response - NVR,No,07662,Violation Issued,1
Secondhand Dealer Auto - 005,Misrepresentation - M01,Cash Amount - AMT,Yes,11228,No Violation Issued,1
Secondhand Dealer Auto - 005,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,Yes,11203,Violation Issued,1
Tow Truck Company - 124,Misrepresentation - M01,No Business Response - NVR,No,11417,No Violation Issued,1
Home Improvement Contractor - 100,,Referred to Hearing - RTH,No,11412,No Evidence of Activity,1
Home Improvement Contractor - 100,Breach of Contract - B03,Goods Repaired - GRS,Yes,11223,No Violation Issued,1
Tow Truck Company - 124,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11228,Pass,1
Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,Bill Reduced - BLR,Yes,11235,No Violation Issued,1
Electronic Store - 001,Misrepresentation - M01,Goods Exchanged - GEX,Yes,11229,Violation Issued,1
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,Cash Amount - AMT,Yes,10027,No Evidence of Activity,1
Supermarket - 819,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,Yes,11367,Violation Issued,1
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,Cash Amount - AMT,Yes,11355,No Evidence of Activity,1
Electronic Store - 001,Misrepresentation - M01,Out of Business - OOB,NA,11580,Out of Business,1
Laundry - 064,Outstanding Judgment - J01,Referred to Outside - RTO,NA,10035,No Violation Issued,1
Misc Non-Food Retail - 817,Wrong Goods - W01,Complaint Invalid - CIN,NA,10475,Violation Issued,1
Tow Truck Company - 124,Refund Policy - R01,Referred to Outside - RTO,NA,11206,Out of Business,1
Secondhand Dealer Auto - 005,Damaged Goods - D01,Resolved and Consumer Satisfied - SPF,Yes,11372,No Violation Issued,1
Dry Cleaners - 230,Damaged Goods - D01,No Satisfactory Agreement - NSA,No,11367,No Violation Issued,1
Retail Store - 820,Misrepresentation - M01,Store Credit - SCR,Yes,53051,No Violation Issued,1
Pawnbroker - 080,Non-Delivery of Goods - N01,Goods Received - GDR,Yes,11417,Out of Business,1
Restaurant - 818,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,Yes,11222,No Violation Issued,1
Home Improvement Contractor - 100,Non-Delivery of Service - N02,Advised to Sue - ATS,No,11418,Violation Issued,1
Furniture Sales - 242,Wrong Goods - W01,No Satisfactory Agreement - NSA,No,11234,No Violation Issued,1
Jewelry Store-Retail - 823,Exchange Goods/Contract Cancelled - E01,No Satisfactory Agreement - NSA,No,10036,No Violation Issued,1
Jewelry Store-Retail - 823,Exchange Goods/Contract Cancelled - E01,Bill Reduced - BLR,Yes,11103,No Violation Issued,1
Restaurant - 818,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,Yes,10034,No Evidence of Activity,1
Furniture Sales - 242,Refund Policy - R01,Out of Business - OOB,NA,11203,Out of Business,1
Dry Cleaners - 230,Lost Property - L02,No Business Response - NVR,No,10023,Out of Business,1
Home Improvement Contractor - 100,Non-Delivery of Service - N02,No Business Response - NVR,No,11427,No Violation Issued,1
Restaurant - 818,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,Yes,10036,No Violation Issued,1
Garage - 049,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11101,No Violation Issued,1
Home Improvement Contractor - 100,Non-Delivery of Service - N02,Resolved and Consumer Satisfied - SPF,Yes,11226,No Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Advised to Sue - ATS,No,11234,No Violation Issued,1
Dry Cleaners - 230,Lost Property - L02,Cash Amount - AMT,Yes,10032,No Violation Issued,1
Dry Cleaners - 230,Non-Delivery of Service - N02,Goods Repaired - GRS,Yes,10302,No Violation Issued,1
Laundry - 064,Non-Delivery of Goods - N01,Bill Reduced - BLR,Yes,11231,No Violation Issued,1
Dry Cleaners - 230,Non-Delivery of Service - N02,Cash Amount - AMT,Yes,11209,No Violation Issued,1
Garage - 049,Damaged Goods - D01,Consumer Withdrew Complaint - CWC,NA,10023,No Violation Issued,1
Furniture Sales - 242,Damaged Goods - D01,Advised to Sue - ATS,No,11216,No Violation Issued,1
Misc Non-Food Retail - 817,Misrepresentation - M01,No Satisfactory Agreement - NSA,No,11419,No Violation Issued,1
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Goods Exchanged - GEX,Yes,11419,No Violation Issued,1
Parking Lot - 050,Damage / Estimate,Resolved and Consumer Satisfied - SPF,Yes,,No Violation Issued,1
Dry Cleaners - 230,Wrong Goods - W01,Cash Amount - AMT,Yes,11355,No Violation Issued,1
Locksmith - 062,Surcharge/Overcharge - S02,Goods Repaired - GRS,Yes,11235,Licensed,1
Home Improvement Contractor - 100,Quality of Work - Q01,No Business Response - NVR,No,11236,No Violation Issued,1
Misc Non-Food Retail - 817,Damaged Goods - D01,Advised to Sue - ATS,No,10002,Violation Issued,1
Dry Cleaners - 230,Damaged Goods - D01,Goods Repaired - GRS,Yes,11214,No Violation Issued,1
Dry Cleaners - 230,Lost Property - L02,Cash Amount - AMT,Yes,10030,No Violation Issued,1
Dry Cleaners - 230,,Store Credit - SCR,Yes,11229,Pass,1
Dry Cleaners - 230,Wrong Goods - W01,Consumer Withdrew Complaint - CWC,NA,11229,No Violation Issued,1
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,Store Credit - SCR,Yes,11104,No Violation Issued,1
Tow Truck Company - 124,Billing Dispute - B02,Cash Amount - AMT,Yes,10451,Pass,1
Garage - 049,Non-Delivery of Goods - N01,Referred to Outside - RTO,NA,10032,No Violation Issued,1
Misc Non-Food Retail - 817,Misrepresentation - M01,Cash Amount - AMT,Yes,10037,Violation Issued,1
Misc Non-Food Retail - 817,Misrepresentation - M01,Cash Amount - AMT,Yes,11234,No Violation Issued,1
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,No,11372,Violation Issued,1
Jewelry Store-Retail - 823,Exchange Goods/Contract Cancelled - E01,No Satisfactory Preempted - NSP,NA,10036,No Violation Issued,1
Retail Store - 820,,Cash Amount - AMT,Yes,10012,No Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Advised to Sue - ATS,No,11210,Violation Issued,1
Secondhand Dealer Auto - 005,Damaged Goods - D01,Consumer Took Action - CTA,No,10461,No Violation Issued,1
Home Improvement Contractor - 100,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,No,11234,Violation Issued,1
Home Improvement Contractor - 100,Breach of Contract - B03,Advised to Sue - ATS,No,11356,Violation Issued,1
Dry Cleaners - 230,Damaged Goods - D01,No Consumer Response - NCR,NA,10033,No Violation Issued,1
Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,No,,Out of Business,1
Travel Agency - 440,Surcharge/Overcharge - S02,No Satisfactory Agreement - NSA,No,11375,Fail,1
Home Improvement Contractor - 100,Quality of Work - Q01,Unable to Locate Business - ULV,NA,11021,Violation Issued,1
Misc Non-Food Retail - 817,Refund Policy - R01,Store Credit - SCR,Yes,11234,No Violation Issued,1
Home Improvement Contractor - 100,,Advised to Sue - ATS,No,11420,Violation Issued,1
Secondhand Dealer Auto - 005,Misrepresentation - M01,Advised to Sue - ATS,No,,No Violation Issued,1
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Goods Exchanged - GEX,Yes,11212,No Violation Issued,1
Laundry - 064,Outstanding Judgment - J01,Cash Amount - AMT,Yes,11206,No Violation Issued,1
Dry Cleaners - 230,Damaged Goods - D01,Advised to Sue - ATS,No,11373,Pass,1
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Credit Card Refund and/or Contract Cancelled - CRC,Yes,11421,Violation Issued,1
Other,Misrepresentation - M01,Advised to Sue - ATS,No,11385,No Violation Issued,1
Retail Store - 820,Exchange Goods/Contract Cancelled - E01,Store Credit - SCR,Yes,11235,No Violation Issued,1
Misc Non-Food Retail - 817,Refund Policy - R01,No Satisfactory Agreement - NSA,No,11238,No Violation Issued,1
Secondhand Dealer Auto - 005,Misrepresentation - M01,Advised to Sue - ATS,No,11101,Warning,1
Home Improvement Contractor - 100,Breach of Contract - B03,Resolved and Consumer Satisfied - SPF,Yes,10022,Pass,1
Locksmith - 062,Billing Dispute - B02,Goods Repaired - GRS,Yes,11230,No Violation Issued,1
Locksmith - 062,Misrepresentation - M01,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10011,Violation Issued,1
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Cash Amount - AMT,Yes,11355,Violation Issued,1
Dealer In Products For The Disabled - 119,Non-Delivery of Goods - N01,Advised to Sue - ATS,No,11218,No Violation Issued,1
Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,28117,Violation Issued,1
Appliances - 244,Refund Policy - R01,Credit Card Refund and/or Contract Cancelled - CRC,Yes,28117,No Violation Issued,1
Garage - 049,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,10002,Violation Issued,1
Health Spa - 839,,Advised to Sue - ATS,No,10075,No Violation Issued,1
Dry Cleaners - 230,Damaged Goods - D01,Advised to Sue - ATS,No,11204,No Violation Issued,1
Dry Cleaners - 230,Gender Pricing,Resolved and Consumer Satisfied - SPF,Yes,11220,No Violation Issued,1
Other,,Unable to Locate Business - ULV,NA,11226,Out of Business,1
Furniture Sales - 242,Misrepresentation - M01,Advised to Sue - ATS,No,10027,Violation Issued,1
Electronic Store - 001,Defective Goods - D02,Advised to Sue - ATS,No,11368,No Violation Issued,1
Secondhand Dealer Auto - 005,Breach of Contract - B03,Advised to Sue - ATS,No,11101,No Violation Issued,1
Other,Misrepresentation - M01,Complaint Invalid - CIN,NA,11023,No Violation Issued,1
Secondhand Dealer [General] - 006,Misrepresentation - M01,Advised to Sue - ATS,No,11375,No Violation Issued,1
Dry Cleaners - 230,Damaged Goods - D01,Cash Amount - AMT,Yes,10025,No Violation Issued,1
Tow Truck Company - 124,Billing Dispute - B02,Cash Amount - AMT,Yes,11413,Pass,1
Mailorder Misc - 319,,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10001,No Evidence of Activity,1
Electronic & Home Appliance Service Dealer - 115,Advertising/General - A01,Resolved and Consumer Satisfied - SPF,Yes,11355,No Evidence of Activity,1
Furniture Sales - 242,Damaged Goods - D01,Cash Amount - AMT,Yes,11354,No Violation Issued,1
Fuel Oil Dealer - 814,Short measure,Bill Reduced - BLR,Yes,10462,Fail,1
Secondhand Dealer Auto - 005,Damaged Goods - D01,Goods Repaired - GRS,Yes,11101,Warning,1
Secondhand Dealer Auto - 005,Advertising/General - A01,Complaint Invalid - CIN,NA,11101,Posting Order Served,1
Home Improvement Contractor - 100,Quality of Work - Q01,Resolved and Consumer Satisfied - SPF,Yes,10306,Violation Issued,1
Secondhand Dealer Auto - 005,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,Yes,10306,Violation Issued,1
Secondhand Dealer Auto - 005,Misrepresentation - M01,Referred to Outside - RTO,NA,10019,No Violation Issued,1
Garage - 049,Advertising/General - A01,No Consumer Response - NCR,NA,10016,Violation Issued,1
Garage - 049,Misrepresentation - M01,Consumer Took Action - CTA,No,10172,Violation Issued,1
Home Improvement Contractor - 100,Non-Delivery of Service - N02,Advised to Sue - ATS,No,10455,Violation Issued,1
Jewelry Store-Retail - 823,Exchange Goods/Contract Cancelled - E01,Unable to Locate Business - ULV,NA,11237,Out of Business,1
Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,Credit Card Refund and/or Contract Cancelled - CRC,Yes,11354,Pass,1
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Goods Exchanged - GEX,Yes,11354,No Violation Issued,1
Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,Credit Card Refund and/or Contract Cancelled - CRC,Yes,11432,Violation Issued,1
Electronic Store - 001,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,10036,Out of Business,1
Garage - 049,Damaged Goods - D01,Cash Amount - AMT,Yes,10016,No Violation Issued,1
Electronic Store - 001,Defective Goods - D02,Cash Amount - AMT,Yes,10001,No Violation Issued,1
Home Improvement Contractor - 100,,Referred to Hearing - RTH,No,10314,No Evidence of Activity,1
Secondhand Dealer Auto - 005,Bait & Switch - B01,Advised to Sue - ATS,No,11377,Warning,1
Restaurant - 818,Advertising/General - A01,Resolved and Consumer Satisfied - SPF,Yes,11432,No Violation Issued,1
Restaurant - 818,Exchange Goods/Contract Cancelled - E01,Resolved and Consumer Satisfied - SPF,Yes,60523,No Violation Issued,1
Dry Cleaners - 230,Non-Delivery of Service - N02,Consumer Took Action - CTA,No,10026,Pass,1
Funeral Homes - 888,Surcharge/Overcharge - S02,Referred to Outside - RTO,NA,10030,Out of Business,1
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,Goods Exchanged - GEX,Yes,11358,Violation Issued,1
Home Improvement Contractor - 100,Non-Delivery of Service - N02,Cash Amount - AMT,Yes,10301,No Evidence of Activity,1
Electronic & Home Appliance Service Dealer - 115,Non-Delivery of Goods - N01,Advised to Sue - ATS,No,10312,Unable to Locate,1
Home Improvement Contractor - 100,Quality of Work - Q01,Advised to Sue - ATS,No,11590,Violation Issued,1
Home Improvement Contractor - 100,Misrepresentation - M01,Advised to Sue - ATS,No,11355,Violation Issued,1
Home Improvement Contractor - 100,,Cash Amount - AMT,Yes,10463,Violation Issued,1
Laundry - 064,Damaged Goods - D01,No Satisfactory Agreement - NSA,No,11206,Pass,1
Electronic Store - 001,Defective Goods - D02,Advised to Sue - ATS,No,,Violation Issued,1
Dry Cleaners - 230,Damaged Goods - D01,No Business Response - NVR,No,11203,No Violation Issued,1
Secondhand Dealer Auto - 005,Damaged Goods - D01,Store Credit - SCR,Yes,10019,No Violation Issued,1
Parking Lot - 050,Misrepresentation - M01,Cash Amount - AMT,Yes,10016,No Violation Issued,1
Secondhand Dealer Auto - 005,Breach of Contract - B03,Resolved and Consumer Satisfied - SPF,Yes,11428,No Violation Issued,1
Electronic Store - 001,Refund Policy - R01,No Satisfactory Preempted - NSP,NA,10033,Violation Issued,1
Pawnbroker - 080,Lost Property - L02,Goods Received - GDR,Yes,11413,No Violation Issued,1
Electronic Store - 001,Damaged Goods - D01,Advised to Sue - ATS,No,11105,Violation Issued,1
Electronic Store - 001,Advertising/Misleading - A02,Store Credit - SCR,Yes,19808,No Evidence of Activity,1
Electronic Store - 001,Misrepresentation - M01,Store Credit - SCR,Yes,10032,No Violation Issued,1
Electronic Store - 001,Advertising/Misleading - A02,No Satisfactory Agreement - NSA,No,11208,No Violation Issued,1
Tow Truck Company - 124,Misrepresentation - M01,Goods Repaired - GRS,Yes,11205,Violation Issued,1
Secondhand Dealer Auto - 005,Misrepresentation - M01,Advised to Sue - ATS,No,11417,No Violation Issued,1
Electronic Store - 001,Misrepresentation - M01,Advised to Sue - ATS,No,11374,Violation Issued,1
Pawnbroker - 080,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,No,,No Violation Issued,1
Electronic Store - 001,Advertising/Misleading - A02,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10459,No Violation Issued,1
Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,No Consumer Response - NCR,NA,11210,No Violation Issued,1
Electronic Store - 001,,No Consumer Response - NCR,NA,11223,No Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Resolved and Consumer Satisfied - SPF,Yes,10306,Licensed,1
Jewelry Store-Retail - 823,Damaged Goods - D01,Goods Repaired - GRS,Yes,11385,No Violation Issued,1
Other,Damaged Goods - D01,Goods Exchanged - GEX,Yes,10014,No Violation Issued,1
Electronic Store - 001,Breach of Warranty - B04,Advised to Sue - ATS,No,11232,Violation Issued,1
Misc Non-Food Retail - 817,Advertising/General - A01,Resolved and Consumer Satisfied - SPF,Yes,43026,No Violation Issued,1
Electronic Store - 001,,Complaint Invalid - CIN,NA,,Violation Issued,1
Secondhand Dealer Auto - 005,Billing Dispute - B02,Goods Repaired - GRS,Yes,11379,No Violation Issued,1
Home Improvement Contractor - 100,Breach of Contract - B03,Advised to Sue - ATS,No,11756,Violation Issued,1
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,Goods Exchanged - GEX,Yes,11226,No Violation Issued,1
Garage - 049,Outstanding Judgment - J01,Agency Collected Judgement - ACJ,Yes,10021,Unable to Locate,1
Dry Cleaners - 230,Damaged Goods - D01,Cash Amount - AMT,Yes,10016,Out of Business,1
Tow Truck Company - 124,Contact Sign Not Posted,Cash Amount - AMT,Yes,10022,Pass,1
Home Improvement Contractor - 100,Unlicensed,Agency Collected Judgement - ACJ,Yes,11369,No Violation Issued,1
Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,Resolved and Consumer Satisfied - SPF,Yes,10033,No Violation Issued,1
Tow Truck Company - 124,Damaged Goods - D01,Referred to Outside - RTO,NA,11208,Violation Issued,1
Jewelry Store-Retail - 823,Refund Policy - R01,Consumer Withdrew Complaint - CWC,NA,11372,No Violation Issued,1
Home Improvement Contractor - 100,Non-Delivery of Service - N02,Resolved and Consumer Satisfied - SPF,Yes,10314,No Violation Issued,1
Garage - 049,Damaged Goods - D01,Referred to Hearing - RTH,No,10028,Violation Issued,1
Secondhand Dealer Auto - 005,Misrepresentation - M01,No Satisfactory Agreement - NSA,No,11361,No Violation Issued,1
Home Improvement Contractor - 100,Breach of Contract - B03,Consumer Took Action - CTA,No,11238,Violation Issued,1
Dry Cleaners - 230,Damaged Goods - D01,Advised to Sue - ATS,No,11354,No Violation Issued,1
Home Improvement Contractor - 100,Exchange Goods/Contract Cancelled - E01,No Business Response - NVR,No,11214,Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,No Business Response - NVR,No,11377,Violation Issued,1
Secondhand Dealer Auto - 005,Billing Dispute - B02,Cash Amount - AMT,Yes,11101,Violation Issued,1
Home Improvement Contractor - 100,Exchange Goods/Contract Cancelled - E01,Referred to Hearing - RTH,No,10301,No Violation Issued,1
Misc Non-Food Retail - 817,Misrepresentation - M01,No Consumer Response - NCR,NA,98006,No Violation Issued,1
Electronic Store - 001,Defective Goods - D02,Advised to Sue - ATS,No,10002,No Violation Issued,1
Electronic Store - 001,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,10032,No Violation Issued,1
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,Credit Card Refund and/or Contract Cancelled - CRC,Yes,11385,Violation Issued,1
Electronic Store - 001,Advertising/Misleading - A02,Credit Card Refund and/or Contract Cancelled - CRC,Yes,87176,No Violation Issued,1
Electronic Store - 001,Misrepresentation - M01,No Satisfactory Agreement - NSA,No,10018,No Violation Issued,1
Electronic Store - 001,Breach of Contract - B03,No Consumer Response - NCR,NA,10013,Out of Business,1
Furniture Sales - 242,Misrepresentation - M01,Goods Received - GDR,Yes,11208,No Violation Issued,1
Dry Cleaners - 230,Damaged Goods - D01,Advised to Sue - ATS,No,11432,Violation Issued,1
Jewelry Store-Retail - 823,Misrepresentation - M01,Store Credit - SCR,Yes,10036,No Violation Issued,1
Pawnbroker - 080,Exchange Goods/Contract Cancelled - E01,Goods Received - GDR,Yes,10036,Pass,1
Storage Warehouse - 120,Billing Dispute - B02,Bill Reduced - BLR,Yes,11101,No Violation Issued,1
Restaurant - 818,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,Yes,10451,No Violation Issued,1
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Unable to Locate Business - ULV,NA,11354,No Violation Issued,1
Laundry - 064,Lost Property - L02,Cash Amount - AMT,Yes,10014,No Violation Issued,1
Secondhand Dealer Auto - 005,Defective Goods - D02,Consumer Took Action - CTA,No,11223,No Evidence of Activity,1
Tow Truck Company - 124,Surcharge/Overcharge - S02,Advised to Sue - ATS,No,11434,No Violation Issued,1
Secondhand Dealer Auto - 005,Misrepresentation - M01,Cash Amount - AMT,Yes,11101,Violation Issued,1
Secondhand Dealer Auto - 005,Damaged Goods - D01,Advised to Sue - ATS,No,10452,Violation Issued,1
Dealer In Products For The Disabled - 119,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,Yes,11373,No Violation Issued,1
Garage - 049,Outstanding Judgment - J01,Agency Collected Judgement - ACJ,Yes,10011,Violation Issued,1
Garage - 049,Advertising/General - A01,Store Credit - SCR,Yes,10036,Violation Issued,1
Garage - 049,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,Yes,10128,Violation Issued,1
Garage - 049,Damaged Goods - D01,Goods Repaired - GRS,Yes,10017,Violation Issued,1
Garage - 049,Surcharge/Overcharge - S02,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10022,Violation Issued,1
Parking Lot - 050,,Referred to Hearing - RTH,No,10017,Violation Issued,1
Dry Cleaners - 230,Non-Delivery of Service - N02,Cash Amount - AMT,Yes,11213,No Violation Issued,1
Pawnbroker - 080,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,No,10459,Pass,1
Tow Truck Company - 124,Billing Dispute - B02,Cash Amount - AMT,Yes,11356,Pass,1
Tow Truck Company - 124,Surcharge/Overcharge - S02,Referred to Outside - RTO,NA,11354,Pass,1
Home Improvement Contractor - 100,Non-Delivery of Service - N02,Resolved and Consumer Satisfied - SPF,Yes,11434,Violation Issued,1
Appliances - 244,Refund Policy - R01,Cash Amount - AMT,Yes,11222,No Violation Issued,1
Home Improvement Contractor - 100,Damaged Goods - D01,Goods Repaired - GRS,Yes,11420,No Violation Issued,1
Electronic Store - 001,Misrepresentation - M01,Goods Received - GDR,Yes,10018,Out of Business,1
Garage - 049,,Cash Amount - AMT,Yes,10016,No Violation Issued,1
Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,Yes,10027,No Violation Issued,1
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,No,11218,No Violation Issued,1
Furniture Sales - 242,Advertising/Misleading - A02,Advised to Sue - ATS,No,,Violation Issued,1
Furniture Sales - 242,Misrepresentation - M01,Goods Received - GDR,Yes,11577,No Violation Issued,1
Furniture Sales - 242,Damaged Goods - D01,Unable to Locate Business - ULV,NA,11432,Out of Business,1
Electronic Store - 001,Advertising/Misleading - A02,No Satisfactory Agreement - NSA,No,11368,No Violation Issued,1
Dry Cleaners - 230,Damaged Goods - D01,No Satisfactory Preempted - NSP,NA,11358,Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Agency Collected Judgement - ACJ,Yes,02322,No Evidence of Activity,1
Dealer In Products For The Disabled - 119,Exchange Goods/Contract Cancelled - E01,No Satisfactory Agreement - NSA,No,11366,No Violation Issued,1
Employment Agency - 034,Non-Delivery of Service - N02,Unable to Locate Business - ULV,NA,10001,Unable to Locate,1
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,No Satisfactory Preempted - NSP,NA,11103,Warning,1
Dry Cleaners - 230,Non-Delivery of Service - N02,Advised to Sue - ATS,No,07032,No Violation Issued,1
Electronic Store - 001,Non-Delivery of Goods - N01,No Satisfactory Preempted - NSP,NA,10470,Violation Issued,1
Secondhand Dealer Auto - 005,Misrepresentation - M01,Cash Amount - AMT,Yes,11432,No Violation Issued,1
Electronic & Home Appliance Service Dealer - 115,Non-Delivery of Service - N02,Resolved and Consumer Satisfied - SPF,Yes,11368,Violation Issued,1
Laundry - 064,Damaged Goods - D01,Cash Amount - AMT,Yes,10016,Pass,1
Furniture Sales - 242,Non-Delivery of Service - N02,Out of Business - OOB,NA,10472,Out of Business,1
Retail Store - 820,Defective Goods - D02,Credit Card Refund and/or Contract Cancelled - CRC,Yes,11230,No Violation Issued,1
Electronic Store - 001,Breach of Contract - B03,Advised to Sue - ATS,No,10033,No Violation Issued,1
Furniture Sales - 242,Non-Delivery of Goods - N01,Unable to Locate Business - ULV,NA,10463,Out of Business,1
Home Improvement Contractor - 100,Breach of Contract - B03,Goods Repaired - GRS,Yes,11210,No Violation Issued,1
Dry Cleaners - 230,Non-Delivery of Service - N02,Resolved and Consumer Satisfied - SPF,Yes,11435,No Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Advised to Sue - ATS,No,11234,Violation Issued,1
Misc Non-Food Retail - 817,Misrepresentation - M01,No Business Response - NVR,No,11220,Closed,1
Home Improvement Contractor - 100,Breach of Contract - B03,Cash Amount - AMT,Yes,11215,Violation Issued,1
Dry Cleaners - 230,Non-Delivery of Goods - N01,Unable to Locate Business - ULV,NA,10453,Out of Business,1
Furniture Sales - 242,Damaged Goods - D01,Goods Exchanged - GEX,Yes,11207,No Violation Issued,1
Parking Lot - 050,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,Yes,10704,No Violation Issued,1
Dry Cleaners - 230,Non-Delivery of Service - N02,Cash Amount - AMT,Yes,10019,Pass,1
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Consumer Withdrew Complaint - CWC,NA,11209,No Violation Issued,1
Appliances - 244,Defective Goods - D02,Goods Exchanged - GEX,Yes,11214,No Violation Issued,1
Dry Cleaners - 230,Damaged Goods - D01,Cash Amount - AMT,Yes,10310,No Violation Issued,1
Dry Cleaners - 230,Wrong Goods - W01,No Satisfactory Agreement - NSA,No,,Violation Issued,1
Tow Truck Company - 124,Refund Policy - R01,Referred to Hearing - RTH,No,11435,Pass,1
Secondhand Dealer Auto - 005,Non-Delivery of Goods - N01,No Business Response - NVR,No,11101,Out of Business,1
Employment Agency - 034,Non-Delivery of Service - N02,Unable to Locate Business - ULV,NA,10004,Unable to Locate,1
Wearing Apparel - 450,Surcharge/Overcharge - S02,Complaint Invalid - CIN,NA,10001,No Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Goods Repaired - GRS,Yes,11416,No Evidence of Activity,1
Dry Cleaners - 230,Non-Delivery of Goods - N01,Unable to Locate Business - ULV,NA,11423,No Evidence of Activity,1
Misc Non-Food Retail - 817,Misrepresentation - M01,Referred to Outside - RTO,NA,11362,Pass,1
Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,No,10469,No Violation Issued,1
Employment Agency - 034,Refund Policy - R01,Unable to Locate Business - ULV,NA,10036,Unable to Locate,1
Other,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,Yes,10036,Out of Business,1
